t,px,py,pz,qx,qy,qz,qw,vx,vy,vz,ux,uy,uz,joint1,joint2,joint3,joint4,gripper
0.280000,0.349656,0.005811,0.300000,0.000000,0.000000,0.000000,1.000000,-0.002451,0.020370,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.290000,0.349632,0.006014,0.300000,0.000000,0.000000,0.000000,1.000000,-0.002538,0.020329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.300000,0.349606,0.006217,0.300000,0.000000,0.000000,0.000000,1.000000,-0.002625,0.020286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.310000,0.349579,0.006420,0.300000,0.000000,0.000000,0.000000,1.000000,-0.002712,0.020242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.320000,0.349551,0.006622,0.300000,0.000000,0.000000,0.000000,1.000000,-0.002799,0.020196,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.330000,0.349523,0.006824,0.300000,0.000000,0.000000,0.000000,1.000000,-0.002886,0.020149,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.340000,0.349494,0.007025,0.300000,0.000000,0.000000,0.000000,1.000000,-0.002973,0.020100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.350000,0.349464,0.007226,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003060,0.020050,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.360000,0.349433,0.007426,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003146,0.019999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.370000,0.349401,0.007626,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003233,0.019946,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.380000,0.349368,0.007825,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003320,0.019892,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.390000,0.349334,0.008024,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003406,0.019836,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,0.349300,0.008222,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003493,0.019779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.410000,0.349264,0.008419,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003579,0.019721,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.420000,0.349228,0.008616,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003666,0.019661,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.430000,0.349191,0.008812,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003752,0.019600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.440000,0.349153,0.009008,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003838,0.019537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.450000,0.349114,0.009203,0.300000,0.000000,0.000000,0.000000,1.000000,-0.003925,0.019473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.460000,0.349075,0.009398,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004011,0.019408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.470000,0.349034,0.009591,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004097,0.019341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.480000,0.348993,0.009784,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004183,0.019273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.490000,0.348950,0.009977,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004269,0.019204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.500000,0.348907,0.010168,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004354,0.019133,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.510000,0.348863,0.010359,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004440,0.019061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.520000,0.348819,0.010550,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004526,0.018988,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.530000,0.348773,0.010739,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004612,0.018913,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.540000,0.348726,0.010928,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004697,0.018837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.550000,0.348679,0.011116,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004783,0.018760,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.560000,0.348631,0.011303,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004868,0.018681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.570000,0.348582,0.011489,0.300000,0.000000,0.000000,0.000000,1.000000,-0.004953,0.018601,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.580000,0.348532,0.011675,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005038,0.018520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.590000,0.348481,0.011860,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005124,0.018437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.600000,0.348429,0.012044,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005209,0.018353,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.610000,0.348377,0.012227,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005293,0.018268,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.620000,0.348323,0.012409,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005378,0.018182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.630000,0.348269,0.012591,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005463,0.018094,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.640000,0.348214,0.012771,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005548,0.018005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.650000,0.348158,0.012951,0.300000,0.000000,0.000000,0.000000,1.000000,-0.005632,0.017915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
