t,x,y,z,fx,fy,fz
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.010000,0.000000,0.000000,1.000667,0.000000,0.000000,0.000000
0.020000,0.000000,0.000000,1.001333,0.000000,0.000000,0.000000
0.030000,0.000000,0.000000,1.002000,0.000000,0.000000,0.000000
0.040000,0.000000,0.000000,1.002667,0.000000,0.000000,0.000000
0.050000,0.000000,0.000000,1.003333,0.000000,0.000000,0.000000
0.060000,0.000000,0.000000,1.004000,0.000000,0.000000,0.000000
0.070000,0.000000,0.000000,1.004667,0.000000,0.000000,0.000000
0.080000,0.000000,0.000000,1.005333,0.000000,0.000000,0.000000
0.090000,0.000000,0.000000,1.006000,0.000000,0.000000,0.000000
0.100000,0.000000,0.000000,1.006667,0.000000,0.000000,0.000000
0.110000,0.000000,0.000000,1.007333,0.000000,0.000000,0.000000
0.120000,0.000000,0.000000,1.008000,0.000000,0.000000,0.000000
0.130000,0.000000,0.000000,1.008667,0.000000,0.000000,0.000000
0.140000,0.000000,0.000000,1.009333,0.000000,0.000000,0.000000
0.150000,0.000000,0.000000,1.010000,0.000000,0.000000,0.000000
0.160000,0.000000,0.000000,1.010667,0.000000,0.000000,0.000000
0.170000,0.000000,0.000000,1.011333,0.000000,0.000000,0.000000
0.180000,0.000000,0.000000,1.012000,0.000000,0.000000,0.000000
0.190000,0.000000,0.000000,1.012667,0.000000,0.000000,0.000000
0.200000,0.000000,0.000000,1.013333,0.000000,0.000000,0.000000
0.210000,0.000000,0.000000,1.014000,0.000000,0.000000,0.000000
0.220000,0.000000,0.000000,1.014667,0.000000,0.000000,0.000000
0.230000,0.000000,0.000000,1.015333,0.000000,0.000000,0.000000
0.240000,0.000000,0.000000,1.016000,0.000000,0.000000,0.000000
0.250000,0.000000,0.000000,1.016667,0.000000,0.000000,0.000000
0.260000,0.000000,0.000000,1.017333,0.000000,0.000000,0.000000
0.270000,0.000000,0.000000,1.018000,0.000000,0.000000,0.000000
0.280000,0.000000,0.000000,1.018667,0.000000,0.000000,0.000000
0.290000,0.000000,0.000000,1.019333,0.000000,0.000000,0.000000
0.300000,0.000000,0.000000,1.020000,0.000000,0.000000,0.000000
0.310000,0.000000,0.000000,1.020667,0.000000,0.000000,0.000000
0.320000,0.000000,0.000000,1.021333,0.000000,0.000000,0.000000
0.330000,0.000000,0.000000,1.022000,0.000000,0.000000,0.000000
0.340000,0.000000,0.000000,1.022667,0.000000,0.000000,0.000000
0.350000,0.000000,0.000000,1.023333,0.000000,0.000000,0.000000
0.360000,0.000000,0.000000,1.024000,0.000000,0.000000,0.000000
0.370000,0.000000,0.000000,1.024667,0.000000,0.000000,0.000000
0.380000,0.000000,0.000000,1.025333,0.000000,0.000000,0.000000
0.390000,0.000000,0.000000,1.026000,0.000000,0.000000,0.000000
0.400000,0.000000,0.000000,1.026667,0.000000,0.000000,0.000000
0.410000,0.000000,0.000000,1.027333,0.000000,0.000000,0.000000
0.420000,0.000000,0.000000,1.028000,0.000000,0.000000,0.000000
0.430000,0.000000,0.000000,1.028667,0.000000,0.000000,0.000000
0.440000,0.000000,0.000000,1.029333,0.000000,0.000000,0.000000
0.450000,0.000000,0.000000,1.030000,0.000000,0.000000,0.000000
0.460000,0.000000,0.000000,1.030667,0.000000,0.000000,0.000000
