t,px,py,pz,qx,qy,qz,qw,vx,vy,vz,ux,uy,uz,joint1,joint2,joint3,gripper
0.000000,0.000000,0.000000,1.100000,0.000000,0.000000,0.000000,1.000000,-0.000001,0.000002,0.000005,-0.000675,0.001321,0.002884,0.000000,0.000000,2.000000,0.000000
0.010000,-0.000000,0.000000,1.100000,0.000000,0.000000,0.000000,1.000000,-0.000008,0.000015,0.000034,-0.001335,0.002610,0.005713,0.000000,0.000000,2.000000,0.000000
0.020000,-0.000000,0.000000,1.100000,0.000000,0.000000,0.000000,1.000000,-0.000021,0.000042,0.000091,-0.001980,0.003864,0.008482,0.000000,0.000000,2.000000,0.000000
0.030000,-0.000000,0.000001,1.100001,0.000000,0.000000,0.000000,1.000000,-0.000041,0.000080,0.000176,-0.002610,0.005083,0.011192,0.000000,0.000000,2.000000,0.000000
0.040000,-0.000001,0.000001,1.100003,0.000000,0.000000,0.000000,1.000000,-0.000067,0.000131,0.000288,-0.003224,0.006267,0.013844,0.000000,0.000000,2.000000,0.000000
0.050000,-0.000001,0.000003,1.100006,0.000000,0.000000,0.000000,1.000000,-0.000099,0.000194,0.000426,-0.003823,0.007416,0.016437,0.000000,0.000000,2.000000,0.000000
0.060000,-0.000002,0.000005,1.100010,0.000000,0.000000,0.000000,1.000000,-0.000138,0.000268,0.000590,-0.004407,0.008532,0.018972,0.000000,0.000000,2.000000,0.000000
0.070000,-0.000004,0.000007,1.100016,0.000000,0.000000,0.000000,1.000000,-0.000182,0.000353,0.000780,-0.004977,0.009614,0.021450,0.000000,0.000000,2.000000,0.000000
0.080000,-0.000006,0.000011,1.100024,0.000000,0.000000,0.000000,1.000000,-0.000231,0.000449,0.000995,-0.005531,0.010662,0.023871,0.000000,0.000000,2.000000,0.000000
0.090000,-0.000008,0.000015,1.100034,0.000000,0.000000,0.000000,1.000000,-0.000287,0.000556,0.001233,-0.006071,0.011677,0.026235,0.000000,0.000000,2.000000,0.000000
0.100000,-0.000011,0.000021,1.100046,0.000000,0.000000,0.000000,1.000000,-0.000347,0.000673,0.001496,-0.006597,0.012659,0.028543,0.000000,0.000000,2.000000,0.000000
0.110000,-0.000014,0.000028,1.100061,0.000000,0.000000,0.000000,1.000000,-0.000413,0.000799,0.001781,-0.007108,0.013608,0.030795,0.000000,0.000000,2.000000,0.000000
0.120000,-0.000018,0.000036,1.100079,0.000000,0.000000,0.000000,1.000000,-0.000485,0.000935,0.002089,-0.007605,0.014525,0.032992,0.000000,0.000000,2.000000,0.000000
0.130000,-0.000023,0.000045,1.100100,0.000000,0.000000,0.000000,1.000000,-0.000561,0.001081,0.002419,-0.008087,0.015410,0.035134,0.000000,0.000000,2.000000,0.000000
0.140000,-0.000029,0.000056,1.100124,0.000000,0.000000,0.000000,1.000000,-0.000641,0.001235,0.002770,-0.008556,0.016263,0.037222,0.000000,0.000000,2.000000,0.000000
0.150000,-0.000035,0.000068,1.100152,0.000000,0.000000,0.000000,1.000000,-0.000727,0.001397,0.003143,-0.009011,0.017084,0.039255,0.000000,0.000000,2.000000,0.000000
0.160000,-0.000042,0.000082,1.100183,0.000000,0.000000,0.000000,1.000000,-0.000817,0.001568,0.003535,-0.009452,0.017875,0.041235,0.000000,0.000000,2.000000,0.000000
0.170000,-0.000051,0.000098,1.100218,0.000000,0.000000,0.000000,1.000000,-0.000912,0.001747,0.003947,-0.009879,0.018634,0.043162,0.000000,0.000000,2.000000,0.000000
0.180000,-0.000060,0.000115,1.100258,0.000000,0.000000,0.000000,1.000000,-0.001010,0.001933,0.004379,-0.010293,0.019362,0.045036,0.000000,0.000000,2.000000,0.000000
0.190000,-0.000070,0.000135,1.100302,0.000000,0.000000,0.000000,1.000000,-0.001113,0.002127,0.004829,-0.010693,0.020060,0.046858,0.000000,0.000000,2.000000,0.000000
0.200000,-0.000081,0.000156,1.100350,0.000000,0.000000,0.000000,1.000000,-0.001220,0.002327,0.005298,-0.011080,0.020728,0.048627,0.000000,0.000000,2.000000,0.000000
0.210000,-0.000093,0.000179,1.100403,0.000000,0.000000,0.000000,1.000000,-0.001331,0.002535,0.005784,-0.011454,0.021366,0.050346,0.000000,0.000000,2.000000,0.000000
0.220000,-0.000107,0.000204,1.100461,0.000000,0.000000,0.000000,1.000000,-0.001446,0.002748,0.006288,-0.011815,0.021975,0.052013,0.000000,0.000000,2.000000,0.000000
0.230000,-0.000121,0.000232,1.100524,0.000000,0.000000,0.000000,1.000000,-0.001564,0.002968,0.006808,-0.012163,0.022554,0.053629,0.000000,0.000000,2.000000,0.000000
0.240000,-0.000137,0.000262,1.100592,0.000000,0.000000,0.000000,1.000000,-0.001685,0.003194,0.007344,-0.012498,0.023104,0.055195,0.000000,0.000000,2.000000,0.000000
0.250000,-0.000153,0.000294,1.100665,0.000000,0.000000,0.000000,1.000000,-0.001810,0.003425,0.007896,-0.012820,0.023626,0.056712,0.000000,0.000000,2.000000,0.000000
0.260000,-0.000172,0.000328,1.100744,0.000000,0.000000,0.000000,1.000000,-0.001939,0.003661,0.008463,-0.013130,0.024119,0.058179,0.000000,0.000000,2.000000,0.000000
0.270000,-0.000191,0.000364,1.100829,0.000000,0.000000,0.000000,1.000000,-0.002070,0.003902,0.009045,-0.013428,0.024584,0.059597,0.000000,0.000000,2.000000,0.000000
0.280000,-0.000212,0.000403,1.100919,0.000000,0.000000,0.000000,1.000000,-0.002204,0.004148,0.009641,-0.013713,0.025021,0.060967,0.000000,0.000000,2.000000,0.000000
0.290000,-0.000234,0.000445,1.101016,0.000000,0.000000,0.000000,1.000000,-0.002341,0.004398,0.010251,-0.013986,0.025430,0.062289,0.000000,0.000000,2.000000,0.000000
0.300000,-0.000257,0.000489,1.101118,0.000000,0.000000,0.000000,1.000000,-0.002481,0.004653,0.010874,-0.014247,0.025813,0.063563,0.000000,0.000000,2.000000,0.000000
0.310000,-0.000282,0.000535,1.101227,0.000000,0.000000,0.000000,1.000000,-0.002624,0.004911,0.011509,-0.014496,0.026168,0.064790,0.000000,0.000000,2.000000,0.000000
0.320000,-0.000308,0.000585,1.101342,0.000000,0.000000,0.000000,1.000000,-0.002769,0.005172,0.012157,-0.014733,0.026496,0.065970,0.000000,0.000000,2.000000,0.000000
0.330000,-0.000336,0.000636,1.101464,0.000000,0.000000,0.000000,1.000000,-0.002916,0.005437,0.012817,-0.014958,0.026798,0.067103,0.000000,0.000000,2.000000,0.000000
0.340000,-0.000365,0.000691,1.101592,0.000000,0.000000,0.000000,1.000000,-0.003065,0.005705,0.013488,-0.015172,0.027074,0.068191,0.000000,0.000000,2.000000,0.000000
0.350000,-0.000396,0.000748,1.101727,0.000000,0.000000,0.000000,1.000000,-0.003217,0.005976,0.014170,-0.015374,0.027324,0.069233,0.000000,0.000000,2.000000,0.000000
0.360000,-0.000428,0.000807,1.101868,0.000000,0.000000,0.000000,1.000000,-0.003371,0.006249,0.014862,-0.015565,0.027548,0.070230,0.000000,0.000000,2.000000,0.000000
0.370000,-0.000462,0.000870,1.102017,0.000000,0.000000,0.000000,1.000000,-0.003527,0.006525,0.015564,-0.015745,0.027747,0.071182,0.000000,0.000000,2.000000,0.000000
0.380000,-0.000497,0.000935,1.102173,0.000000,0.000000,0.000000,1.000000,-0.003684,0.006802,0.016276,-0.015914,0.027921,0.072091,0.000000,0.000000,2.000000,0.000000
0.390000,-0.000534,0.001003,1.102335,0.000000,0.000000,0.000000,1.000000,-0.003843,0.007081,0.016997,-0.016072,0.028070,0.072955,0.000000,0.000000,2.000000,0.000000
0.400000,-0.000572,0.001074,1.102505,0.000000,0.000000,0.000000,1.000000,-0.004004,0.007362,0.017727,-0.016219,0.028195,0.073776,0.000000,0.000000,2.000000,0.000000
0.410000,-0.000612,0.001148,1.102683,0.000000,0.000000,0.000000,1.000000,-0.004166,0.007644,0.018464,-0.016355,0.028296,0.074554,0.000000,0.000000,2.000000,0.000000
0.420000,-0.000654,0.001224,1.102867,0.000000,0.000000,0.000000,1.000000,-0.004330,0.007927,0.019210,-0.016480,0.028373,0.075289,0.000000,0.000000,2.000000,0.000000
0.430000,-0.000697,0.001303,1.103059,0.000000,0.000000,0.000000,1.000000,-0.004494,0.008211,0.019963,-0.016595,0.028426,0.075983,0.000000,0.000000,2.000000,0.000000
0.440000,-0.000742,0.001385,1.103259,0.000000,0.000000,0.000000,1.000000,-0.004660,0.008495,0.020723,-0.016700,0.028455,0.076634,0.000000,0.000000,2.000000,0.000000
0.450000,-0.000789,0.001470,1.103466,0.000000,0.000000,0.000000,1.000000,-0.004827,0.008780,0.021489,-0.016795,0.028462,0.077245,0.000000,0.000000,2.000000,0.000000
0.460000,-0.000837,0.001558,1.103681,0.000000,0.000000,0.000000,1.000000,-0.004995,0.009064,0.022261,-0.016879,0.028446,0.077814,0.000000,0.000000,2.000000,0.000000
0.470000,-0.000887,0.001649,1.103904,0.000000,0.000000,0.000000,1.000000,-0.005164,0.009349,0.023040,-0.016953,0.028407,0.078343,0.000000,0.000000,2.000000,0.000000
0.480000,-0.000939,0.001742,1.104134,0.000000,0.000000,0.000000,1.000000,-0.005334,0.009633,0.023823,-0.017018,0.028347,0.078833,0.000000,0.000000,2.000000,0.000000
0.490000,-0.000992,0.001839,1.104372,0.000000,0.000000,0.000000,1.000000,-0.005504,0.009916,0.024611,-0.017072,0.028264,0.079282,0.000000,0.000000,2.000000,0.000000
0.500000,-0.001047,0.001938,1.104618,0.000000,0.000000,0.000000,1.000000,-0.005675,0.010199,0.025404,-0.017118,0.028160,0.079693,0.000000,0.000000,2.000000,0.000000
0.510000,-0.001104,0.002040,1.104873,0.000000,0.000000,0.000000,1.000000,-0.005846,0.010480,0.026201,-0.017153,0.028034,0.080064,0.000000,0.000000,2.000000,0.000000
0.520000,-0.001162,0.002145,1.105135,0.000000,0.000000,0.000000,1.000000,-0.006017,0.010761,0.027002,-0.017179,0.027887,0.080398,0.000000,0.000000,2.000000,0.000000
0.530000,-0.001222,0.002252,1.105405,0.000000,0.000000,0.000000,1.000000,-0.006189,0.011040,0.027806,-0.017196,0.027720,0.080694,0.000000,0.000000,2.000000,0.000000
0.540000,-0.001284,0.002363,1.105683,0.000000,0.000000,0.000000,1.000000,-0.006361,0.011317,0.028613,-0.017204,0.027532,0.080952,0.000000,0.000000,2.000000,0.000000
0.550000,-0.001348,0.002476,1.105969,0.000000,0.000000,0.000000,1.000000,-0.006533,0.011592,0.029422,-0.017203,0.027324,0.081173,0.000000,0.000000,2.000000,0.000000
0.560000,-0.001413,0.002592,1.106263,0.000000,0.000000,0.000000,1.000000,-0.006705,0.011865,0.030234,-0.017193,0.027095,0.081358,0.000000,0.000000,2.000000,0.000000
0.570000,-0.001480,0.002710,1.106565,0.000000,0.000000,0.000000,1.000000,-0.006877,0.012136,0.031047,-0.017174,0.026848,0.081507,0.000000,0.000000,2.000000,0.000000
0.580000,-0.001549,0.002832,1.106876,0.000000,0.000000,0.000000,1.000000,-0.007049,0.012405,0.031863,-0.017146,0.026580,0.081619,0.000000,0.000000,2.000000,0.000000
0.590000,-0.001619,0.002956,1.107194,0.000000,0.000000,0.000000,1.000000,-0.007220,0.012671,0.032679,-0.017110,0.026294,0.081697,0.000000,0.000000,2.000000,0.000000
0.600000,-0.001692,0.003083,1.107521,0.000000,0.000000,0.000000,1.000000,-0.007391,0.012934,0.033496,-0.017066,0.025989,0.081740,0.000000,0.000000,2.000000,0.000000
0.610000,-0.001766,0.003212,1.107856,0.000000,0.000000,0.000000,1.000000,-0.007562,0.013193,0.034313,-0.017013,0.025666,0.081748,0.000000,0.000000,2.000000,0.000000
0.620000,-0.001841,0.003344,1.108199,0.000000,0.000000,0.000000,1.000000,-0.007732,0.013450,0.035131,-0.016952,0.025324,0.081722,0.000000,0.000000,2.000000,0.000000
0.630000,-0.001918,0.003478,1.108551,0.000000,0.000000,0.000000,1.000000,-0.007902,0.013703,0.035948,-0.016883,0.024964,0.081663,0.000000,0.000000,2.000000,0.000000
0.640000,-0.001997,0.003615,1.108910,0.000000,0.000000,0.000000,1.000000,-0.008070,0.013953,0.036764,-0.016806,0.024587,0.081570,0.000000,0.000000,2.000000,0.000000
0.650000,-0.002078,0.003755,1.109278,0.000000,0.000000,0.000000,1.000000,-0.008239,0.014199,0.037580,-0.016721,0.024192,0.081445,0.000000,0.000000,2.000000,0.000000
0.660000,-0.002161,0.003897,1.109653,0.000000,0.000000,0.000000,1.000000,-0.008406,0.014441,0.038395,-0.016629,0.023780,0.081288,0.000000,0.000000,2.000000,0.000000
0.670000,-0.002245,0.004041,1.110037,0.000000,0.000000,0.000000,1.000000,-0.008572,0.014679,0.039207,-0.016529,0.023351,0.081098,0.000000,0.000000,2.000000,0.000000
0.680000,-0.002330,0.004188,1.110430,0.000000,0.000000,0.000000,1.000000,-0.008737,0.014912,0.040018,-0.016422,0.022906,0.080877,0.000000,0.000000,2.000000,0.000000
0.690000,-0.002418,0.004337,1.110830,0.000000,0.000000,0.000000,1.000000,-0.008902,0.015141,0.040827,-0.016307,0.022444,0.080625,0.000000,0.000000,2.000000,0.000000
0.700000,-0.002507,0.004489,1.111238,0.000000,0.000000,0.000000,1.000000,-0.009065,0.015366,0.041633,-0.016185,0.021967,0.080343,0.000000,0.000000,2.000000,0.000000
0.710000,-0.002597,0.004642,1.111654,0.000000,0.000000,0.000000,1.000000,-0.009226,0.015585,0.042437,-0.016056,0.021474,0.080030,0.000000,0.000000,2.000000,0.000000
0.720000,-0.002690,0.004798,1.112079,0.000000,0.000000,0.000000,1.000000,-0.009387,0.015800,0.043237,-0.015920,0.020965,0.079688,0.000000,0.000000,2.000000,0.000000
0.730000,-0.002784,0.004956,1.112511,0.000000,0.000000,0.000000,1.000000,-0.009546,0.016010,0.044034,-0.015777,0.020442,0.079316,0.000000,0.000000,2.000000,0.000000
0.740000,-0.002879,0.005116,1.112951,0.000000,0.000000,0.000000,1.000000,-0.009704,0.016214,0.044827,-0.015628,0.019903,0.078916,0.000000,0.000000,2.000000,0.000000
0.750000,-0.002976,0.005278,1.113400,0.000000,0.000000,0.000000,1.000000,-0.009860,0.016413,0.045616,-0.015472,0.019350,0.078486,0.000000,0.000000,2.000000,0.000000
0.760000,-0.003075,0.005442,1.113856,0.000000,0.000000,0.000000,1.000000,-0.010015,0.016607,0.046401,-0.015309,0.018783,0.078029,0.000000,0.000000,2.000000,0.000000
0.770000,-0.003175,0.005609,1.114320,0.000000,0.000000,0.000000,1.000000,-0.010168,0.016794,0.047182,-0.015141,0.018201,0.077545,0.000000,0.000000,2.000000,0.000000
0.780000,-0.003276,0.005776,1.114792,0.000000,0.000000,0.000000,1.000000,-0.010319,0.016976,0.047957,-0.014966,0.017606,0.077033,0.000000,0.000000,2.000000,0.000000
0.790000,-0.003380,0.005946,1.115271,0.000000,0.000000,0.000000,1.000000,-0.010469,0.017153,0.048727,-0.014785,0.016998,0.076494,0.000000,0.000000,2.000000,0.000000
0.800000,-0.003484,0.006118,1.115758,0.000000,0.000000,0.000000,1.000000,-0.010617,0.017323,0.049492,-0.014597,0.016376,0.075929,0.000000,0.000000,2.000000,0.000000
0.810000,-0.003590,0.006291,1.116253,0.000000,0.000000,0.000000,1.000000,-0.010763,0.017486,0.050252,-0.014405,0.015742,0.075338,0.000000,0.000000,2.000000,0.000000
0.820000,-0.003698,0.006466,1.116756,0.000000,0.000000,0.000000,1.000000,-0.010907,0.017644,0.051005,-0.014206,0.015095,0.074721,0.000000,0.000000,2.000000,0.000000
0.830000,-0.003807,0.006642,1.117266,0.000000,0.000000,0.000000,1.000000,-0.011049,0.017795,0.051752,-0.014002,0.014436,0.074080,0.000000,0.000000,2.000000,0.000000
0.840000,-0.003918,0.006820,1.117783,0.000000,0.000000,0.000000,1.000000,-0.011189,0.017939,0.052493,-0.013792,0.013765,0.073414,0.000000,0.000000,2.000000,0.000000
0.850000,-0.004030,0.007000,1.118308,0.000000,0.000000,0.000000,1.000000,-0.011327,0.018077,0.053227,-0.013577,0.013082,0.072724,0.000000,0.000000,2.000000,0.000000
0.860000,-0.004143,0.007180,1.118841,0.000000,0.000000,0.000000,1.000000,-0.011463,0.018207,0.053954,-0.013356,0.012387,0.072009,0.000000,0.000000,2.000000,0.000000
0.870000,-0.004257,0.007362,1.119380,0.000000,0.000000,0.000000,1.000000,-0.011596,0.018331,0.054674,-0.013131,0.011682,0.071272,0.000000,0.000000,2.000000,0.000000
0.880000,-0.004373,0.007546,1.119927,0.000000,0.000000,0.000000,1.000000,-0.011728,0.018448,0.055387,-0.012900,0.010965,0.070512,0.000000,0.000000,2.000000,0.000000
0.890000,-0.004491,0.007730,1.120481,0.000000,0.000000,0.000000,1.000000,-0.011857,0.018558,0.056092,-0.012665,0.010238,0.069729,0.000000,0.000000,2.000000,0.000000
0.900000,-0.004609,0.007916,1.121042,0.000000,0.000000,0.000000,1.000000,-0.011983,0.018660,0.056790,-0.012425,0.009501,0.068924,0.000000,0.000000,2.000000,0.000000
0.910000,-0.004729,0.008102,1.121610,0.000000,0.000000,0.000000,1.000000,-0.012108,0.018755,0.057479,-0.012180,0.008754,0.068097,0.000000,0.000000,2.000000,0.000000
0.920000,-0.004850,0.008290,1.122184,0.000000,0.000000,0.000000,1.000000,-0.012229,0.018843,0.058160,-0.011931,0.007996,0.067249,0.000000,0.000000,2.000000,0.000000
0.930000,-0.004972,0.008478,1.122766,0.000000,0.000000,0.000000,1.000000,-0.012349,0.018923,0.058832,-0.011677,0.007230,0.066381,0.000000,0.000000,2.000000,0.000000
0.940000,-0.005096,0.008668,1.123354,0.000000,0.000000,0.000000,1.000000,-0.012465,0.018995,0.059496,-0.011420,0.006454,0.065492,0.000000,0.000000,2.000000,0.000000
0.950000,-0.005221,0.008858,1.123949,0.000000,0.000000,0.000000,1.000000,-0.012580,0.019060,0.060151,-0.011158,0.005670,0.064583,0.000000,0.000000,2.000000,0.000000
0.960000,-0.005346,0.009048,1.124551,0.000000,0.000000,0.000000,1.000000,-0.012691,0.019116,0.060797,-0.010892,0.004877,0.063654,0.000000,0.000000,2.000000,0.000000
0.970000,-0.005473,0.009239,1.125159,0.000000,0.000000,0.000000,1.000000,-0.012800,0.019165,0.061433,-0.010622,0.004075,0.062707,0.000000,0.000000,2.000000,0.000000
0.980000,-0.005601,0.009431,1.125773,0.000000,0.000000,0.000000,1.000000,-0.012906,0.019206,0.062060,-0.010348,0.003266,0.061740,0.000000,0.000000,2.000000,0.000000
0.990000,-0.005730,0.009623,1.126394,0.000000,0.000000,0.000000,1.000000,-0.013010,0.019238,0.062678,-0.010071,0.002448,0.060756,0.000000,0.000000,2.000000,0.000000
1.000000,-0.005860,0.009815,1.127021,0.000000,0.000000,0.000000,1.000000,-0.013111,0.019263,0.063285,-0.009790,0.001624,0.059754,0.000000,0.000000,2.000000,0.000000
1.010000,-0.005992,0.010008,1.127653,0.000000,0.000000,0.000000,1.000000,-0.013208,0.019279,0.063883,-0.009505,0.000792,0.058734,0.000000,0.000000,2.000000,0.000000
1.020000,-0.006124,0.010201,1.128292,0.000000,0.000000,0.000000,1.000000,-0.013303,0.019287,0.064470,-0.009218,-0.000047,0.057697,0.000000,0.000000,2.000000,0.000000
1.030000,-0.006257,0.010394,1.128937,0.000000,0.000000,0.000000,1.000000,-0.013396,0.019287,0.065047,-0.008927,-0.000893,0.056644,0.000000,0.000000,2.000000,0.000000
1.040000,-0.006391,0.010587,1.129587,0.000000,0.000000,0.000000,1.000000,-0.013485,0.019278,0.065614,-0.008633,-0.001744,0.055575,0.000000,0.000000,2.000000,0.000000
1.050000,-0.006526,0.010779,1.130244,0.000000,0.000000,0.000000,1.000000,-0.013571,0.019260,0.066169,-0.008336,-0.002602,0.054490,0.000000,0.000000,2.000000,0.000000
1.060000,-0.006661,0.010972,1.130905,0.000000,0.000000,0.000000,1.000000,-0.013655,0.019234,0.066714,-0.008037,-0.003466,0.053390,0.000000,0.000000,2.000000,0.000000
1.070000,-0.006798,0.011164,1.131572,0.000000,0.000000,0.000000,1.000000,-0.013735,0.019200,0.067248,-0.007735,-0.004335,0.052275,0.000000,0.000000,2.000000,0.000000
1.080000,-0.006935,0.011356,1.132245,0.000000,0.000000,0.000000,1.000000,-0.013812,0.019156,0.067771,-0.007430,-0.005209,0.051146,0.000000,0.000000,2.000000,0.000000
1.090000,-0.007073,0.011548,1.132923,0.000000,0.000000,0.000000,1.000000,-0.013887,0.019104,0.068282,-0.007123,-0.006088,0.050002,0.000000,0.000000,2.000000,0.000000
1.100000,-0.007212,0.011739,1.133605,0.000000,0.000000,0.000000,1.000000,-0.013958,0.019043,0.068782,-0.006813,-0.006972,0.048845,0.000000,0.000000,2.000000,0.000000
1.110000,-0.007352,0.011929,1.134293,0.000000,0.000000,0.000000,1.000000,-0.014026,0.018973,0.069271,-0.006502,-0.007860,0.047675,0.000000,0.000000,2.000000,0.000000
1.120000,-0.007492,0.012119,1.134986,0.000000,0.000000,0.000000,1.000000,-0.014091,0.018895,0.069748,-0.006188,-0.008753,0.046492,0.000000,0.000000,2.000000,0.000000
1.130000,-0.007633,0.012308,1.135683,0.000000,0.000000,0.000000,1.000000,-0.014153,0.018807,0.070213,-0.005872,-0.009649,0.045297,0.000000,0.000000,2.000000,0.000000
1.140000,-0.007774,0.012496,1.136386,0.000000,0.000000,0.000000,1.000000,-0.014212,0.018711,0.070666,-0.005555,-0.010548,0.044091,0.000000,0.000000,2.000000,0.000000
1.150000,-0.007917,0.012683,1.137092,0.000000,0.000000,0.000000,1.000000,-0.014267,0.018605,0.071106,-0.005235,-0.011451,0.042872,0.000000,0.000000,2.000000,0.000000
1.160000,-0.008059,0.012869,1.137803,0.000000,0.000000,0.000000,1.000000,-0.014320,0.018491,0.071535,-0.004915,-0.012356,0.041643,0.000000,0.000000,2.000000,0.000000
1.170000,-0.008202,0.013054,1.138519,0.000000,0.000000,0.000000,1.000000,-0.014369,0.018367,0.071952,-0.004592,-0.013265,0.040403,0.000000,0.000000,2.000000,0.000000
1.180000,-0.008346,0.013238,1.139238,0.000000,0.000000,0.000000,1.000000,-0.014415,0.018235,0.072356,-0.004269,-0.014176,0.039153,0.000000,0.000000,2.000000,0.000000
1.190000,-0.008490,0.013420,1.139962,0.000000,0.000000,0.000000,1.000000,-0.014457,0.018093,0.072747,-0.003944,-0.015088,0.037893,0.000000,0.000000,2.000000,0.000000
1.200000,-0.008635,0.013601,1.140689,0.000000,0.000000,0.000000,1.000000,-0.014497,0.017942,0.073126,-0.003618,-0.016003,0.036624,0.000000,0.000000,2.000000,0.000000
1.210000,-0.008780,0.013781,1.141420,0.000000,0.000000,0.000000,1.000000,-0.014533,0.017782,0.073492,-0.003291,-0.016919,0.035347,0.000000,0.000000,2.000000,0.000000
1.220000,-0.008925,0.013958,1.142155,0.000000,0.000000,0.000000,1.000000,-0.014566,0.017613,0.073846,-0.002964,-0.017836,0.034060,0.000000,0.000000,2.000000,0.000000
1.230000,-0.009071,0.014134,1.142894,0.000000,0.000000,0.000000,1.000000,-0.014595,0.017434,0.074186,-0.002635,-0.018755,0.032766,0.000000,0.000000,2.000000,0.000000
1.240000,-0.009217,0.014309,1.143636,0.000000,0.000000,0.000000,1.000000,-0.014622,0.017247,0.074514,-0.002306,-0.019674,0.031464,0.000000,0.000000,2.000000,0.000000
1.250000,-0.009363,0.014481,1.144381,0.000000,0.000000,0.000000,1.000000,-0.014645,0.017050,0.074829,-0.001977,-0.020593,0.030155,0.000000,0.000000,2.000000,0.000000
1.260000,-0.009509,0.014652,1.145129,0.000000,0.000000,0.000000,1.000000,-0.014665,0.016844,0.075130,-0.001647,-0.021512,0.028839,0.000000,0.000000,2.000000,0.000000
1.270000,-0.009656,0.014820,1.145880,0.000000,0.000000,0.000000,1.000000,-0.014681,0.016629,0.075419,-0.001316,-0.022432,0.027517,0.000000,0.000000,2.000000,0.000000
1.280000,-0.009803,0.014987,1.146635,0.000000,0.000000,0.000000,1.000000,-0.014694,0.016405,0.075694,-0.000986,-0.023350,0.026189,0.000000,0.000000,2.000000,0.000000
1.290000,-0.009950,0.015151,1.147391,0.000000,0.000000,0.000000,1.000000,-0.014704,0.016171,0.075956,-0.000656,-0.024268,0.024856,0.000000,0.000000,2.000000,0.000000
1.300000,-0.010097,0.015312,1.148151,0.000000,0.000000,0.000000,1.000000,-0.014711,0.015929,0.076204,-0.000326,-0.025185,0.023518,0.000000,0.000000,2.000000,0.000000
1.310000,-0.010244,0.015472,1.148913,0.000000,0.000000,0.000000,1.000000,-0.014714,0.015677,0.076439,0.000004,-0.026101,0.022175,0.000000,0.000000,2.000000,0.000000
1.320000,-0.010391,0.015628,1.149677,0.000000,0.000000,0.000000,1.000000,-0.014714,0.015416,0.076661,0.000333,-0.027015,0.020827,0.000000,0.000000,2.000000,0.000000
1.330000,-0.010538,0.015783,1.150444,0.000000,0.000000,0.000000,1.000000,-0.014711,0.015146,0.076869,0.000662,-0.027927,0.019477,0.000000,0.000000,2.000000,0.000000
1.340000,-0.010685,0.015934,1.151213,0.000000,0.000000,0.000000,1.000000,-0.014704,0.014866,0.077064,0.000991,-0.028837,0.018122,0.000000,0.000000,2.000000,0.000000
1.350000,-0.010832,0.016083,1.151983,0.000000,0.000000,0.000000,1.000000,-0.014694,0.014578,0.077245,0.001318,-0.029745,0.016765,0.000000,0.000000,2.000000,0.000000
1.360000,-0.010979,0.016228,1.152756,0.000000,0.000000,0.000000,1.000000,-0.014681,0.014280,0.077413,0.001645,-0.030650,0.015406,0.000000,0.000000,2.000000,0.000000
1.370000,-0.011126,0.016371,1.153530,0.000000,0.000000,0.000000,1.000000,-0.014664,0.013974,0.077567,0.001971,-0.031552,0.014044,0.000000,0.000000,2.000000,0.000000
1.380000,-0.011273,0.016511,1.154306,0.000000,0.000000,0.000000,1.000000,-0.014645,0.013658,0.077708,0.002296,-0.032450,0.012681,0.000000,0.000000,2.000000,0.000000
1.390000,-0.011419,0.016648,1.155083,0.000000,0.000000,0.000000,1.000000,-0.014622,0.013334,0.077834,0.002619,-0.033345,0.011316,0.000000,0.000000,2.000000,0.000000
1.400000,-0.011565,0.016781,1.155861,0.000000,0.000000,0.000000,1.000000,-0.014596,0.013001,0.077948,0.002941,-0.034236,0.009951,0.000000,0.000000,2.000000,0.000000
1.410000,-0.011711,0.016911,1.156641,0.000000,0.000000,0.000000,1.000000,-0.014566,0.012658,0.078047,0.003262,-0.035123,0.008586,0.000000,0.000000,2.000000,0.000000
1.420000,-0.011857,0.017037,1.157421,0.000000,0.000000,0.000000,1.000000,-0.014533,0.012307,0.078133,0.003581,-0.036006,0.007220,0.000000,0.000000,2.000000,0.000000
1.430000,-0.012002,0.017161,1.158202,0.000000,0.000000,0.000000,1.000000,-0.014498,0.011947,0.078205,0.003898,-0.036884,0.005855,0.000000,0.000000,2.000000,0.000000
1.440000,-0.012147,0.017280,1.158984,0.000000,0.000000,0.000000,1.000000,-0.014459,0.011578,0.078264,0.004214,-0.037756,0.004491,0.000000,0.000000,2.000000,0.000000
1.450000,-0.012292,0.017396,1.159767,0.000000,0.000000,0.000000,1.000000,-0.014417,0.011200,0.078309,0.004527,-0.038624,0.003129,0.000000,0.000000,2.000000,0.000000
1.460000,-0.012436,0.017508,1.160550,0.000000,0.000000,0.000000,1.000000,-0.014371,0.010814,0.078340,0.004839,-0.039486,0.001768,0.000000,0.000000,2.000000,0.000000
1.470000,-0.012580,0.017616,1.161334,0.000000,0.000000,0.000000,1.000000,-0.014323,0.010419,0.078358,0.005148,-0.040342,0.000409,0.000000,0.000000,2.000000,0.000000
1.480000,-0.012723,0.017720,1.162117,0.000000,0.000000,0.000000,1.000000,-0.014271,0.010016,0.078362,0.005455,-0.041192,-0.000947,0.000000,0.000000,2.000000,0.000000
